id,job_title,job_info,position_type_id,company,city,location_id,seniority_level_id,work_type,industry_type_id,min_salary,max_salary,avg_salary,company_score,sector,skills
1345,Data Engineer,"We are an ambitious, well-funded startup with plans to change a $1 trillion-dollar global industry. This is no ordinary startup. We have a proven management team that has done it before, done it before together, and done it before in the travel industry. The company is overflowing with fiercely intelligent people who have tons of energy and an upbeat view of the future. We all act like owners and we get a huge kick out doing great work and doing it fast. We like it even more when we come up with a fresh way to solve a problem. Above all, we are devoted to solving customer problems, because that’s at the center of everything we do.  ABOUT YOU  You are an individual contributor who works well in an agile team.  You have strong software development chops and deliver tested and scalable code in a language like Python, Golang, Java, or Scala.  You have experience with system integrations and can explore APIs, documentation, system logs, etc. to come up with solutions.  You have worked with several big/fast data platforms such as AirFlow, Snowflake, Kafka, ElasticSearch, Spark, and Hive.  You have advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.  You feel at home working in the AWS ecosystem.  You have strong analytical skills related to working with unstructured datasets.  You appreciate that engineering is all about tradeoffs and realize there is a time and place for streaming, batch, and offline.  ABOUT THE GIG  Create and maintain optimal data pipeline architecture.  Assemble large, complex data sets that meet functional / non-functional business requirements.  Write and maintain code to move and transform data both within our application as well as in/out of our partners’ systems.  Work with Data Science to ensure efficient and timely access to data for experimentation, model training, and machine learning applications.  Deliver solutions that are testable, observable and scalable.  Automation is central to our ecosystem and all solutions will have a CI/CD delivery methodology.  Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.  Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.  Create data tools for analytics and data scientist team members that assist them in building data products and services.  Build analytics tools that utilize the data pipeline to provide actionable insights across key business performance metrics. (DataDog Dashboards, Looker).  ABOUT ENGINEERING AT UPSIDE  We love to ship. We’re completely on the CI/CD train, shipping code multiple times a day. We’ve developed a clustered container environment in AWS using Docker and Kubernetes to manage dozens of microservices written primarily in Node and Go. Our web frontend is written in React/Redux and we’re building native iOS and Android apps that take full advantage of the powerful platforms they run on. **    ABOUT US  We are positive, passionate, playful, and always pushing to be better. Our team is a hodgepodge of challenge seekers, travel gurus, startup junkies, and data-miners who see the big picture.    YOU WANT TO TALK TO US IF…  You are motivated by disrupting the norm.  You have a great sense of humor and take your profession seriously, but not yourself.  Your entrepreneurial spirit drives your bias for action.  You are all about constructive feedback - you can dish it out and you can take it.  You thrive in the frenetic energy of a startup.    WHAT WE OFFER  Competitive salary + equity  Full health, vision, and dental coverage  401K plan  Open paid time off  Impromptu Nerf gun battles  Upside Travel is an equal opportunity employer and encourages people of all backgrounds, genders, ethnicities, abilities, and sexual orientations to apply. We are committed to being an inclusive place to work, while maintaining a workforce that represents the communities we serve.",10,Upside Business Travel,Washington,47,1,Unspecified,32,85000.0,159000.0,122000.0,4.0,Information Technology,Unspecified
1346,Data Engineer,"Working for Equity Residential (EQR), a leading multi-family real estate investment trust (REIT), means being part of a community and striving to provide the best in apartment living, speaking boldly about new ideas for innovation, and inspiring creativity in the ways we work together. Our portfolio of high-quality properties in urban growth markets New York City, Boston, Washington DC, Seattle, San Francisco, Denver and Los Angeles provides homes where people most want to live, work and play. We've got the best people in the business, and our experience shows in our dedication to our residents and in how much we value each other as colleagues. Thats why our employees say they are proud to work at Equity, a company that gives our residents a place where they can Live Remarkably, and offers a culture where our employees have the opportunity to make their mark.  As a Data Engineer, you'll join our growing team of data scientists and engineers, reporting into EQRs Operations organization but working across multiple teams throughout the company. In this role, youll be responsible for handling the design and construction of scalable data management systems ensuring that all data systems meet our company requirements and will also research and recommend new uses for data acquisition. As a Data Engineer, you will implement the data models and data structures needed for each use case, in the most convenient format to be used by the Data Science and Business Intelligence teams. Through regular interactions with stakeholders and functional business unit leaders, you will build high-performance algorithms, predictive models, and prototypes that influence EQRs data storage, piping, and usage. Additionally, you will participate in data requirements, modeling and testing activities. Each day will be unique, requiring an ability to think strategically and on your feet, be creative, take initiative, and employ a diverse set of skills.  WHO YOU ARE  Knowledgeable, Analytical, and Solution-Oriented. Without a doubt, youve got strong quantitative skills and are comfortable analyzing large data set, spotting trends and patterns, and synthesizing relevant observations. You use a hypothesis-driven approach to engage in analysis that will deliver on your client questions. You like thinking outside the box to come up with innovative points of view on new challenges, relying on your previous analytic work and experience to help guide you along the way.  Results-Oriented. You demonstrate an inherent sense of urgency to drive great results, while being precise in executing your work. You are facile with creating and communicating a clear project plan, tracking progress, and keeping your business partners in the loop along the way.  Intellectually Curious. You're inherently interested in the ""why"" so that you can identify opportunities that represent unconventional solutions to the problems you are trying to solve.  Strong Communicator. Your writing and speaking skills are concise, articulate, and effective, providing an ability to interact with all levels/various teams across the organization, be understood, and develop trust and rapport within the organization.  Technologically Savvy. Microsoft Excel is a basic tool to you that you know like the back of your hand. You also have a strong skill set in R, Python, ArcGIS, machine learning, neural networks and/or other advanced analytics tools and techniques.  A Trusted Team Player. You enjoy partnering with others and build constructive working relationships that foster the collaboration necessary to deliver great results. You are accountable to your teammates and follow through on commitments.  Organized and Confident. You are flexible, composed, and able to prioritize multiple tasks and deadlines simultaneously, while confidently interacting with a variety of individuals, across all levels of the organization. You handle pressure well and do so with confidence.  WHAT YOULL DO  Create data models and data processes, providing the right format and structure for use case solutions.  Participate in early data modeling and testing for use case development, providing input on how to improve proposed solutions and implement necessary changes.  Help to build, document, and maintain best practices, including but not limited to codebase management, work and issue tracking, testing and quality control/assurance measures, data dictionaries, and a documentation hub for both production level code and ad hoc analyses.  Interact with stakeholders and functional subject matter experts to understand all data requirements in order to develop effective business insights and translate them into actionable data structures and data models.  Assemble large, complex data sets that meet both functional and non-functional business requirements.  Extract relevant data to solve analytical challenges the organization and/or functional business units may face.  Work closely with IT teams on internal data acquisition (e.g., CRM, ERP, etc.).  Partner with stakeholders to provide technical support related to data structures, data models, data management and data infrastructure needs.  Work with data and analytics experts to strive for greater functionality in our data systems. Recommend different ways to constantly improve data reliability and quality.  Research new uses for existing data.  Create data tools for Business Intelligence, Analytics and Data Scientist team members that assist them in building and optimizing our Company use of data.  Collaborate regularly with key stakeholders to support and enhance the day-to-day operations of our business.  Produce various reports for stakeholders, as requested, to highlight areas of opportunity; works with teams to develop and implement changes, as needed.  Develop and maintain formal documentation that describes data and data structures, including data modeling.  PREVIOUS EXPERIENCE & REQUIREMENTS  Bachelor's Degree required, preferably in computer science, software/computer engineering, applied mathematics, or physics statistics.  Minimum 2 years data modeling experience and working with data management systems; deep expertise in data modeling and structuring required.  2+ years experience in high volume data environments and core data engineering activities (i.e. familiarity with cloud database set up, automation scheduling using directed acyclic graph (such as Airflow) and database optimization, including but not limited to partitioning, group and sort keys, and indexes).  Familiarity with a broad base of analytical methods e.g. data modeling (variable transformation and summarization) and processing (i.e. Spark, SQL Server, Hadoop/Hive, neo4j, etc).  Strong attention to detail and ability to think critically/conceptually.  Team oriented and flexible with proven track record in collaborating with multiple stakeholders.  Effective written and verbal communication skills required. Demonstrated ability to quickly learn new technologies a must.  Ability to think creatively when problem solving for new solutions and to work on numerous projects concurrently while effectively prioritizing workload. Tolerance for ambiguity required.  Tools/software:  Familiarity with data loading and management tools (i.e. Azure StorageBlockBlob and relational and NoSQL databases and tools such as SQL Server, MongoDB, Data Stax, etc) required.  Must have programming and/or scripting experience (Python, Java) as well as experience with version control systems (Git/GitHub), continuous integration (circleCI) and other programming frameworks/approaches.  Proficiency in MS and Google application suites.  Must be available for overnight travel (approximately 10%) to any of Equitys major core markets, as required.  Authorization to work in the US (without need for Visa sponsorship from employer) is required.  REWARDS    We recognize that everyone has different needs outside of work. Thats why, in addition to a competitive benefits package (medical, dental, vision and paid time off), we offer many unique benefits options to employees, like pet insurance and paid time off for community service projects. To learn more, view our Total Wellbeing page here.",10,Equity Residential,Chicago,13,1,Unspecified,51,80000.0,105000.0,92500.0,4.3,Real Estate,Unspecified
1347,Data Analyst,"Summary:    The purpose of this position is to conduct the data analysis of our company data and present it to the management for decision making. The ideal candidateis passionate about data mining, explaining, and visualizing data to help business leaders and employees make better decisions and operate more effectively.    Key Success Factors:    Ability to work with stakeholders to understand business data needs and then translate those requirements into effective reporting, visualization and actionable insights. The technical translation of those requirements will be accomplished through direct collaboration with internal IT resources and utilization of outside IT vendors and resources when needed.    Essential Functions:  Daily tasks include exporting information from various systems and databases to spreadsheet and reporting software and creating detailed yet concise scheduled and ad hoc reports for end users.  Gather requirements and create specs for report development.  Be a problem solver working with end users to resolve technical issues as well as business reporting issues.  Provide suggestions to enhance current reporting capability to meet future business needs.  Status and Scope:  Advanced MS Excel and VBA skills.  Strong analytical thinking and problem-solving skills.  High attention to detail.  Ability to work under minimal supervision and use own initiative.  Ability to work under pressure and deadlines.  Excellent communication and collaboration skills.  Ability to manage multiple priorities under a full workload with aggressive deadlines  Qualifications:  Bachelor’s degree in Information Systems, Business, Engineering Preferred  Minimum 1-3 years’ experience with data analysis  Minimum 1-3 years’ experience using SQL, access, and excel  Preferred: Knowledge of NetSuite, DOMO, Adaptive, and Pedigree",7,Synagro,Baltimore,20,3,Unspecified,34,43000.0,81000.0,62000.0,2.3,Business Services,Unspecified
1348,Project Scientist,"Project Scientist    Job Details  Level  Entry  Job Location  Birmingham Office - Alabaster, AL  Position Type  Intern  Travel Percentage  Up to 50%  Job Category  Entry Level  Description  Alliance Source Testing, LLC. is currently seeking to fill a Project Scientist position (Internship). The ideal candidate for this position will be working towards a Bachelor’s Degree in Environmental Science, Mechanical Engineering, Chemical Engineering, or related Engineering degree. Candidates with environmental field testing experience are preferred but entry level applicants will be considered.    This is a field testing position that involves conducting air emissions testing for clients that operate in a multitude of industrial sectors. The role provides the opportunity for training and advancement in one of the fastest growing environmental service fields in the country.    Alliance is uniquely qualified to provide customers with the highest quality and most cost-effective source testing solutions available. Alliance provides stack testing services for a variety of purposes including, but not limited to, the following:  Permit Compliance Demonstrations  Part 60 & Part 75 CEMS Evaluations (RATA, CGA, Linearity)  PM CEMS Evaluations (RCA, RRA, ACA)  PM10 and PM2.5 Testing  Mercury Testing  Comprehensive Performance Testing  Boiler/Turbine/Engine Tuning & Optimization  Process/Control Evaluations & Optimization  Analytical Lab Services  Requirements  Working towards an BS in Environmental Science, Mechanical Engineering, Chemical Engineering, or related Engineering degree.  Knowledge of basic mechanical and electrical terminology and troubleshooting skills.  Knowledge of and proficiency with Microsoft Office and Adobe applications.  Strong work ethic with the ability to work in an outdoor environment.  Willingness to climb to and work at heights up to 250 feet.  Physical ability to lift objects up to 75 pounds. Must be able to pass a DOT physical.  Manual dexterity with hand tools.  Strong communication skills and the ability to work cohesively within a team.  Willingness to travel and adjust to fluid weekly scheduling (85+% travel)  Clean driving record with the ability to drive a truck and trailer.  Ability to comply with frequent substance testing requirements/testing.  Preferred Skills (Not Required)  Qualified Source Testing Individual (QSTI) Certifications  Knowledge of air testing methodologies (EPA, SW-846, NCASI, etc.).  Previous field testing experience  Demonstrated experience with laboratory analytical procedures, technical writing and regulations.  Primary Responsibilities  Equipment setup and breakdown at customer facility  Testing equipment operation  Test data quality control  Equipment calibration and maintenance  Communication with facility and regulatory personnel",11,Alliance Source Testing,Alabaster,1,1,Unspecified,61,29000.0,50000.0,39500.0,4.0,Business Services,Unspecified
1349,Data Scientist,"For more than 50 years, Accuride International Inc. has been a pioneering world leader in the invention, design, and manufacture of innovative movement solutions. The company is headquartered in Santa Fe Springs, California and has an impressive global footprint, with offices in China, Germany, Japan, Mexico, and the UK, and more than 2,000 employees worldwide. The company has also expanded into cabinet-level RFID electronic access control (EAC) under Senseon Secure Access.    Why us?    Accuride is all about teamwork, mutual respect, and diversity. Our team members work together to support our market-leading products that are used by millions. You’ll be part of a team that genuinely cares about helping you succeed. And, as a global and growing business, we can truly offer a world of opportunities to expand your skills and develop your career. In return for your contributions, you’ll receive premier compensation, participation in Accuride’s bonus program, two weeks of paid vacation in your first year, medical, vision, and dental, AD&D insurance, 401(k) plan, and company-sponsored events.    The Role    We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.  Responsibilities  Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.  Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.  Assess the effectiveness and accuracy of new data sources and data gathering techniques.  Develop custom data models and algorithms to apply to data sets.  Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.  Develop company A/B testing framework and test model quality.  Coordinate with different functional teams to implement models and monitor outcomes.  Develop processes and tools to monitor and analyze model performance and data accuracy.  Qualifications  Strong problem-solving skills with an emphasis on product development.  Experience using statistical computer languages to manipulate data and draw insights from large data sets.  Experience working with and creating data architectures.  Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.  Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.  Excellent written and verbal communication skills for coordinating across teams.  A drive to learn and master new technologies and techniques.  We’re looking for someone with 5-7 years of experience manipulating data sets and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field.  Experience with:  Google Analytics  Search Console  Zendesk Chat and Support  Magento  Sugar CRM  Google Advertising and Bing Ads  Data warehouse connectors: Redshift & Google BigQuery  BI connection to Tableau  RDBMS connectors",11,Accuride International,Santa Fe Springs,5,1,Unspecified,22,82000.0,133000.0,107500.0,3.6,Manufacturing,Unspecified
1350,Data Analytics Manager,"About You:  We are looking for a dedicated and mission-oriented manager on our analytics team who will help our clients leverage data to optimize their performance and results. You will work closely with the Director of Analytics and the rest of the analytics/data science team to analyze and understand customer needs, propose and recommend solutions with input from the team, and oversee execution to bring the best solutions to life. Creative problem-solving skills, strong quantitative/technical background, proactive collaboration with customers and teammates, data-driven mindset, passion for innovation through technology, and ability to iterate quickly and deliver value in our fast-paced, agile environment are keys for success in this role. Most importantly, you must exhibit our core values: integrity, excellence, accountability and grace.    You will:  Play a meaningful role in helping our clients succeed by leveraging their data to make smarter decisions  Work closely with clients and business stakeholders to understand use cases, objectives and KPIs they want to track/optimize using data and analytics  Work closely with analytics, data science, and engineering teams to define and develop comprehensive solutions across reporting, BI, advanced analytics, statistical and AI/ML models  Play multiple roles across solutions architect (define specs), developer (implement core parts of new solutions), and manager (oversee work across the team)  Spec end to end solutions across data integration/pipeline, database/data warehouse architecture, data engineering, data analytics and data science. Dive deep into technical requirements with engineering team while also determining how best to package and present the data to all business stakeholders for maximum impact  Implement core parts of solutions with the best design and architecture using technologies such as SQL, Python, APIs/ETLs, RDS and Redshift on AWS, and data visualization tools such as Tableau and Periscope Data  Oversee implementation with the analytics team to ensure solutions are delivered as per the specs and on time  Strategize how we standardize and scale our analytics and data science solutions across hundreds of clients; Work closely with engineering team to develop proprietary tools, products and services that can help deploy our analytics solutions at scale across hundreds of customers  Help develop a team (direct or indirect reports) that is nimble enough to iterate at the rapid pace demanded by customers, prospects and competition  Provide strong leadership and direction to direct reports. Recruit and hire talented individuals to join the team and continue to develop them to their full potential  Help streamline and improve operational processes to increase efficiency and productivity  Learn and apply new technologies continuously. Evaluate, recommend and implement the best technologies and tools that fit our needs  Find yourself incessantly saying: signal and the noise, causation vs. correlation, optimization  Have a lot of fun…it's unavoidable  Work directly with and learn from the business, product, analytics and engineering leaders across the organization  Exhibit our core values: integrity, excellence, accountability and grace    Your experience and skills  5+ years experience with data analytics, BI, reporting, data science, or equivalent field; 2+ years experience being a senior member of an analytics or data science team with 10+ members  Bachelors degree in a technical/quantitative subject such as mathematics, computer science, economics, etc.  Strong math/statistics background  Highly proficient with PL/SQL  Experienced with BI/analytics tools like Tableau, Looker, Periscope Data/Sisense, and Excel  Familiarity with databases (SQL, MySQL, Postgres) and data warehouses (AWS Redshift, Snowflake)  Experience with cloud services (AWS, Azure, Google Cloud)  Great communication skills to coordinate across business stakeholders and technical teams  Experience with and excitement for working on fast-paced, agile teams with startup DNA  Self-motivated, curious, and quick/continuous learner with a passion for innovation in data analytics/science",7,Full Potential Solutions,Kansas City,25,1,Unspecified,10,26000.0,55000.0,40500.0,3.8,Business Services,Unspecified
1351,Senior Machine Learning (Ml) Engineer / Data Scientist - Cyber Security Analytics,"As the world’s leader in digital payments technology, Visa’s mission is to connect the world through the most creative, reliable and secure payment network - enabling individuals, businesses, and economies to thrive. Our advanced global processing network, VisaNet, provides secure and reliable payments around the world, and is capable of handling more than 65,000 transaction messages a second. The company’s dedication to innovation drives the rapid growth of connected commerce on any device, and fuels the dream of a cashless future for everyone, everywhere. As the world moves from analog to digital, Visa is applying our brand, products, people, network and scale to reshape the future of commerce.    At Visa, your individuality fits right in. Working here gives you an opportunity to impact the world, invest in your career growth, and be part of an inclusive and diverse workplace. We are a global team of disruptors, trailblazers, innovators and risk-takers who are helping drive economic growth in even the most remote parts of the world, creatively moving the industry forward, and doing meaningful work that brings financial literacy and digital commerce to millions of unbanked and underserved consumers.    You’re an Individual. We’re the team for you. Together, let’s transform the way the world pays.    You are an engineer who has domain knowledge or an interest in networking, Big Data, machine learning and cybersecurity. You are ready for an exciting opportunity working hands on with the world’s most advanced cybersecurity technologies and thrive in a super dynamic environment where you are being counted on to help to defend Visa from the most advanced cyber threats. You are looking to innovate the next generation of cybersecurity technology with Petabytes of data.    You will leverage cutting-edge technologies to perform statistical profiling, inference, classification, clustering and predictive analysis. As a key member of the technical team, you will translate cyber and network security related requirements into sophisticated models to help derive new insights to defend against cyber-attacks. You will be working with a large variety of data sets, cutting-edge security technologies, and world-class operation teams to create awesome analyses for cyber security.    Essential Functions  Analytical model design, development and implementation  Performing data analysis to support cybersecurity/risk functions  Security analytics product development / integration  Your responsibilities include:  As a key member of the security analytics team, you will work closely with other data scientists and data engineers to build, design, engineer, and develop analytical software and services that deliver security functionality and improve security efficiency and capabilities through automation.  Utilize information retrieval, data analytics, and statistical modeling techniques to build new machine learning models and apply it to cybersecurity usecases. This will include the entire lifecycle including data acquisition, feature engineering, model development, training, testing, deployment, operationalization, and tuning.  Support and optimize other existing analytical models/products.  Assist in shaping overall direction, life-cycle management, and leadership for Information Security architecture and technology related to Visa.  Communicate clean and persuasive data directly to end users, leadership, and other stakeholders, technical and non-technical.    Basic Qualifications  4 years of work experience with a Bachelor’s Degree or at least 2 years of work experience with an Advanced degree (e.g. Masters, MBA, JD, MD) or 0 years of work experience with a PhD degree  Preferred Qualfications  Strong coding skills and experience with Python (including SciPy, NumPy, and/or PySpark) and/or Scala.  Strong scripting skills with Shell script and SQL  Knowledge and implementation experience with statistical and machine learning models (regression, classification, clustering, graph models, etc.)  Hands-on experience with Spark and Hadoop.  Knowledge & experience with API development and automation.  Knowledge and experience with stream processing (spark/structured streaming)  Experience with data analytics and visualization tools like Jupyter Notebook and Tableau.  Knowledge and experience with enterprise networks and information tools.  Work Hours  Incumbent must make themselves available during core business hours  Travel Requirements  This position requires the incumbent to travel for work 0-5% of the time  Physical Requirements  This position will be performed in an office setting. The position will require the incumbent to sit and stand at a desk, communicate in person and by telephone, frequently operate standard office equipment, such as telephones and computers, reach with hands and arms, and bend or lift up to 25 pounds.  Visa will consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.",11,Visa Inc.,Ashburn,46,4,Unspecified,19,61000.0,118000.0,89500.0,3.7,Information Technology,Unspecified
1352,Data Scientist,"Who We Are!    At Maven Wave, we are relentless in hiring the industry’s top talent. Each employee is hand-picked not only for their skills, but for their personality and broad expertise. We are looking for this rare combination of talent that sets us apart in the industry.    Maven Wave helps leading companies make the shift to digital and shorten the fuse to innovation. We combine the expertise of top-tier consulting with the agility of a cutting-edge technology firm. This multidisciplinary blend of skills allows us to create unique digital advantages for our clients. Maven Wave’s digital solutions are agile, mobile, rooted in analytics, and built in the cloud.      Maven Wave, Google, and YOU: Drive and deliver business results with data-based insights.    We are looking for a Data Scientist who will utilize their analytical, statistical, and programming skills to develop data-driven solutions to complex business challenges.      Your Life As a Maven:  Leverage company data to drive business solutions for enterprise clients using R and Python.  Perform data collection for Data Science operations including Machine Learning.  Develop custom data models and algorithms to apply to data sets.  Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting, and other business outcomes.  Assess Model accuracy using common metrics (AUC, F1, etc.) and explain the results to client stakeholders.    Your Expertise:  3-5 years of experience manipulating data sets and building statistical models.  Cloud experience in a major platform, such as AWS, GCP, or Azure.  Experience using Data Science languages (R, Python) to manipulate data and draw insights.  Knowledge of a variety of Machine Learning and advanced analytical techniques and their real world advantages/drawbacks.  Familiarity with the following software/tools: Python, C, Java, Jupyter Notebooks, SQL, ML platforms (H2O, DataRobot), distributed data (Map/Reduce, Hadoop), and visualization (Tableau, qikview)    Your X-Factor:  Aptitude - You have an innate capacity to transition from project to project without skipping a beat.  Communication - You have excellent written and verbal communication skills for coordination across projects and teams.  Impact - You are a critical thinker with an emphasis on creativity and innovation.  Passion - You have the drive to succeed paired with a continuous hunger to learn.  Leadership - You are trusted, empathetic, accountable, and empower others around you.  Why We’re Proud To Be Mavens!  Google Cloud North America Services Partner of the Year 2019, 2018  #21 Best Workplaces in Chicago, FORTUNE, 2018  Great Place To Work Certification, Great Place to Work, 2017 & 2018  Fast Fifty, Crain's Chicago Business  101 Best and Brightest Companies to Work For, National Association for Business Resources (NABR)  Top Google Cloud Partner, Clutch  Fastest Growing Consulting Firms in North America (#11, #37), Consulting Magazine  Top IT Services Companies, Clutch  Google Global Rising Star Partner of the Year  Ready to Learn More?  Life as a Maven  Check out the Apps and Data Team  See what Glassdoor has to say  Real Customer Stories",11,Maven Wave Partners,Chicago,13,1,Unspecified,13,60000.0,102000.0,81000.0,4.4,Business Services,Unspecified
1353,Senior Data Scientist,"Are you passionate about solving challenging problems?  Do you thrive being a critical part of an elite team of like-minded people?  How would you like for your next career move to take you to the next level?    If any of this sounds appealing, look no further.    Job Description:    Novetta is seeking a Senior Data Scientist to develop innovative solutions for customers and internal product teams. We look to rapidly prototype solutions and deploy the most promising of them. We identify and leverage the latest techniques (fast.ai is a team favorite) so that our customers can stay one step ahead. On every project you'll learn something new (and likely teach us something as well).    Responsibilities include:  Develop solutions spanning multiple subject areas, from NLP to Image and Video.  Maintain awareness of state-of-the-art machine learning and techniques, methods and platforms, including commercial and open source.  Implement, configure and test machine learning and deep learning libraries and platforms (e.g. fast.ai, TensorFlow, Keras, XGBoost, LightGBM).  Test solutions on AWS using services such as SageMaker, EC2, and Snowball Edge.  Write blog posts and presentations that clearly communicate complex machine learning concepts to both technical and non-technical audiences.  Contribute to visually-appealing, web-enabled prototype applications that illustrate relevant machine learning capabilities.  Basic Qualifications:  Experience with Python (2+ years).  Experience with machine learning or statistics (2+ years).  Ability to work both independently and collaboratively.  High levels of curiosity, creativity, and problem-solving capabilities.  Strong written and verbal communication skills.  Comfortable navigating the command line.  Desired Skills:  Research experience in machine learning specific to natural language processing, computer vision, or deep learning.  Experience with managing data and creating algorithms using AWS.  Experience with R, Java, or other programming languages.  Security Clearance:  Active TS/SCI with polygraph required.  So, what does Novetta do?    We focus on three core areas: Cyber, Entity, and Multi-Int Analytics. Our products are focused on processing and analyzing vast amounts of data in these core areas. Our services are focused on helping our customers move from complexity to clarity. At Novetta, we bridge the gap between what our customers think they can do and what they aspire to achieve.    Our culture is shaped by a commitment to our Core Values:  Integrity: We hold ourselves accountable to the highest standards of integrity and ethics.  Customer Mission Success: Customer mission success drives our daily effortswe strive always to exceed customer expectations and focus on mission success beyond contractual commitments.  Employee Focus: We value our employees and demonstrate our commitment to them by providing clear communications, outstanding benefits, career development, and opportunities to work on problems and technical challenges of national significance.  Innovation: We believe that innovation is critical to our success that discovering new and more effective ways to achieve customer mission success is what makes us a great company.  GET A REFERRAL BONUS FOR THE GREAT PEOPLE YOU KNOW!  With our amazing referral program, you could be eligible to earn  outstanding rewards for referring qualified new hires to Novetta.    Novetta is an equal opportunity/affirmative action employer.  All qualified applicants will receive consideration for employment without regard to sex,  gender identity, sexual orientation, race, color, religion, national origin, disability,  protected veteran status, age, or any other characteristic protected by law.",11,Novetta,Herndon,46,4,Unspecified,16,112000.0,182000.0,147000.0,4.0,Information Technology,Unspecified
1354,Data Scientist,"How will your role impact First Command?    The Data Scientist I will generate client insights that impact decision making in the enterprise. As part of the Enterprise Data & Analytics Team, the Data Scientist I will have the opportunity to build data science capabilities based on the Client Experience vision, Enterprise Data and Analytics strategy and research outcomes.    The Data Scientist I will use analytics tools, frameworks, critical thinking, and problem-solving skills to partner with the First Command Marketing department to provide client data insights, trends and prediction models.    The ideal candidate is client-focused and has a collaborative working style that fosters innovation within the organization. This individual will be required to think holistically as they work with multiple groups in First Command.    What will you be doing?  Collaborate with marketing, IT, design leaders, and other business stakeholders using qualitative and quantitative research techniques to define objectives and form hypotheses;  Apply a variety of research methodologies to discover, learn and validate market opportunities to inform strategy and user experience;  Develop strategies with Director of Research and VP of Client Experience to foster a client-centric culture and create new opportunities for First Command;  Work with Data Governance and Enterprise Architecture to design data-driven solutions based on research outcomes;  Leverage statistical models and predictive analytics to forecast business results;  Develop and implement analytics solutions to visualize marketing insights using structured and unstructured data.  What skills/qualifications do you need?    Education  BA required; MBA or MS preferred.  Required Qualifications  5+ years of applied experience in analytics, business analysis or comparable positions that handle large/complex data sets, developing metrics, and fostering business partner relationships  Excellent written communication, presentation skills, and data story telling  Proactive in identifying use cases based on business needs and forming hypotheses  Ability to quickly adapt to changing priorities and generating innovative solutions  Advanced in SQL and T-SQL  Proficient in Machine Learning and modeling techniques using Python, R, and/or Scala  Proficient in conceptual and logical data design  Proficient in data science and visualization tools such as SPSS, SAS, Tableau, PowerBI  Applied experience in analyzing unstructured data sets such as social media, emails, pictures, videos, voice and sensor data, client surveys and feedback  Applied experience using algorithms and libraries for data science  Preferred Qualifications  Financial services industry experience or other highly regulated industry experience a plus  Certifications related to Data Analytics a plus  Applied experience in Agile, SAFe, Scrum or Lean Six Sigma  Applied experience using statistical methodology and programming techniques to develop analytic solutions  Applied experience building analytic solutions for unstructured data  Familiarity with data mapping and lineage strategies  Familiarity with data management practices and data governance process  Familiarity with natural language processing and deep learning techniques a plus  Disclaimer    The information of this description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job, which may vary on the department or the assignment. The actual essential duties, responsibilities and qualifications may vary by department, reporting structure and other business needs. No inference should be drawn that a specific job duty, responsibility or qualification is non-essential by its absence from this description.    #LI-NC1    Required Skills    Required Experience    Job Location  Fort Worth, US-TX",11,"First Command Financial Services, Inc.",Fort Worth,43,1,Unspecified,62,64000.0,106000.0,85000.0,3.2,Finance,Unspecified
