job_title,job_info,position,employer,city,province,skill,seniority,work_type,industry_type,min_salary,max_salary,avg_salary
Database Analysts,Database Analyst,Analyst,Inntech Future Inc.,Beaumont,AB,"Database, Sql, Mysql, Oracle Database, Python, R",ANY,In-Person,Technology,87360.0,87360.0,87360.0
Business Systems Analysts,Business Data Analyst,Data Analyst,Altec Global Capital Inc.,North York,ON,"C#, Python, Java",ANY,In-Person,Technology,93600.0,93600.0,93600.0
Business and Technical Analysts,Murex Analyst,Analyst,Tekshapers Inc,Mississauga,ON,"Python, Sql",ANY,In-Person,Others,93600.0,93600.0,93600.0
Financial and Operational Analysts,Intermediate Analyst,Analyst,Westjet,Remote,Undef,"Miro, Azure, Powershell",Mid,Remote,Others,50000.0,76458.0,63229.0
Business Systems Analysts,Systems Analyst,System Analyst,Wa Health,Hamilton,ON,"Excel, Sql",ANY,In-Person,Healthcare,60000.0,80000.0,70000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,University Of Alberta,Edmonton,AB,Undef,ANY,In-Person,Technology,64618.31,90053.44,77335.875
Financial and Operational Analysts,Business Analyst Ll,Business Analyst,Portage Mutual Insurance,Portage la Prairie,MB,"Sql, Jira",ANY,In-Person,Insurance,50000.0,76458.0,63229.0
Senior Data Analysts,Data Analyst,Data Analyst,Birchwood,Winnipeg,MB,"Database, Tableau, Mysql, Excel, SQL, Power Bi, Postgresql",ANY,In-Person,Others,30240.56,57200.0,43720.28
Senior Business Analysts,Performance Media Analyst,Analyst,Dentsu Media,Toronto,ON,Excel,ANY,In-Person,Healthcare,45000.0,60000.0,52500.0
Senior Business Analysts,Senior Business Insights Analyst,Analyst,Td Bank,Toronto,ON,"Tableau, Machine Learning, Sql, Big Data, Excel, Bitbucket, Azure, Hadoop, Python, Jupyter",Senior,In-Person,Finance,66000.0,84500.0,75250.0
Database Analysts,Database Analyst,Analyst,Nrit Consulting,Calgary,AB,Database,ANY,In-Person,Technology,89440.0,89440.0,89440.0
Database Analysts,Database Analyst,Analyst,Rish Consulting,Calgary,AB,Database,ANY,In-Person,Consulting,89440.0,89440.0,89440.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Tenaquip Limitee,Remote in Senneville,QC,"Tableau, Sql, Database",ANY,Remote,Technology,85816.8,91520.0,88668.4
Senior Business Intelligence Analysts,Pension Data Integrity Analyst,Analyst,Financial Services Regulatory Authority Of Ontario...,Toronto,ON,"Database, Excel",ANY,In-Person,Technology,30240.56,57200.0,43720.28
Business and Marketing Analysts,Business Analyst,Business Analyst,Cargojet Airways Ltd.,Mississauga,ON,"Power Bi, Excel",ANY,In-Person,Automotive,65000.0,87000.0,76000.0
Senior Data Analysts,"Analyst, Data Integrity",Analyst,Allied,Toronto,ON,"Power Bi, Excel",ANY,In-Person,Others,69000.0,86000.0,77500.0
Senior Supply Chain Data Analysts,"Senior Analyst, Franchise Acceptance Performance",Analyst,Mastercard,Toronto,ON,"Power Bi, Tableau, Excel, Sql",Senior,In-Person,Automotive,68500.0,87000.0,77750.0
Business and Technical Analysts,Analyst/Administrative Assistant,Analyst,Vancouver Coastal Health,Vancouver,BC,"Excel, Database",Junior,In-Person,Healthcare,60964.8,80017.59999999999,70491.2
Business Systems Analysts,Business Systems Analyst,System Analyst,Translink,Metro Vancouver Regional District,BC,"C#, Azure, Sql",ANY,In-Person,Others,30240.56,57200.0,43720.28
Senior Data Analysts,"Analyst, Flight Data",Analyst,Air Transat,Dorval,QC,"C#, Excel, Database",ANY,In-Person,Others,69000.0,86000.0,77500.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Ehealth Saskatchewan,Remote,Undef,Database,Senior,Remote,Healthcare,88171.2,107286.4,97728.8
Systems and Data Analysts,Geographic Information Systems (Gis) Analyst,System Analyst,Corporation Of The City Of Thunder Bay,Thunder Bay,ON,Excel,ANY,In-Person,Technology,79786.18,93866.14,86826.16
Business Systems Analysts,Business System Analyst - Data Engineer,Data Engineer,Astranorth,Toronto,ON,Sql,ANY,In-Person,Others,85816.8,91520.0,88668.4
Business Systems Analysts,Business Data Analyst,Data Analyst,Edgerise Consulting Inc.,Kitchener,ON,Undef,ANY,In-Person,Consulting,83200.0,93600.0,88400.0
Senior Business Analysts,Senior Pricing Model Analyst,Analyst,Aviva,Markham,ON,"C#, Python",Senior,In-Person,Others,66000.0,84500.0,75250.0
Business Systems Analysts,Information Technology - Business Intelligence Analyst,BI Analyst,Organigram Inc,Toronto,ON,"Power Bi, Tableau, Qlikview, Machine Learning, Sql, Azure, Database",ANY,In-Person,Others,85816.8,91520.0,88668.4
Senior Business Analysts,Business Intelligence Analyst,BI Analyst,Glentel,Burnaby,BC,"Sql, Power Bi, Power BI, Excel, Python, R",ANY,In-Person,Others,60000.0,70000.0,65000.0
Database Analysts,"Analyst, Database",Analyst,Aarorn Technologies Inc.,Guelph,ON,"Sql, Database, Mysql, Shell, Java, Python, Javascript, Database",ANY,In-Person,Technology,87360.0,87360.0,87360.0
Business and Technical Analysts,Bi/Etl Developer,Developer,Johnston Group,Winnipeg,MB,"Sql, Python, Database, Git, Excel, Power Bi",ANY,In-Person,Others,30240.56,57200.0,43720.28
Business and Technical Analysts,Power Bi Report Developer 7692-3015,Developer,Foilcon,Toronto,ON,"Power Platform, Power Bi, Python, Database",ANY,In-Person,Technology,64123.59,86600.0,75361.795
Financial and Operational Analysts,Freight Analyst,Analyst,Nature Fresh Farms Inc,Leamington,ON,Undef,ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Intelligence Analysts,Director Business Intelligence,Director,Canada Life Assurance Company,London,ON,Excel,Senior,In-Person,Others,89800.0,166300.0,128050.0
Database Analysts,Geospatial Analyst,Analyst,Government Of Alberta,Edmonton,AB,"Swift, Python, R",ANY,In-Person,Government,30240.56,57200.0,43720.28
Senior Business Intelligence Analysts,"Business Strategy, Decision Support And Fiscal Planning Analyst",Analyst,Ministry Of Education,Toronto,ON,Database,ANY,In-Person,Education,71563.0,100052.0,85807.5
Senior Supply Chain Data Analysts,"Market Research Analyst (Full Time) Windsor, On",Analyst,Big Time Tickets Inc,Toronto,ON,Excel,ANY,In-Person,Others,100000.0,110000.0,105000.0
Business and Technical Analysts,Data & Insights Analyst/Analyste De Donnãƒâ©Es Et Perspectives,Analyst,World Anti-Doping Agency,Montreal,QC,"Tableau, Sql, Power Bi, Python, R",ANY,In-Person,Others,64123.59,86600.0,75361.795
Senior Business Analysts,Senior Marketing Science Analyst,Analyst,Knix,Toronto,ON,"Python, Sql, Excel, R",Senior,In-Person,Others,66000.0,84500.0,75250.0
Business and Technical Analysts,Risk & Payments Data Analyst/Analyste De Donnãƒâ©Es Risques & Paiements,Risk Analyst,Plusgrade,Toronto,ON,"Excel, Tableau, Sql, Alteryx, Python, Github, Snowflake, Database",ANY,In-Person,Others,64123.59,86600.0,75361.795
Senior Business Intelligence Analysts,"Dental Investigative Analyst, Fraud Risk Management",Risk Analyst,Sun Life,Waterloo,ON,"Tableau, Html, Excel",ANY,In-Person,Others,43200.0,70800.0,57000.0
Senior Supply Chain Data Analysts,"Market Research Analyst (Full Time) Windsor, On",Analyst,Big Time Tickets Inc,Hamilton,ON,Excel,ANY,In-Person,Others,100000.0,110000.0,105000.0
Business and Marketing Analysts,Credit Analyst - Business Banking,Analyst,Bmo Financial Group,Montreal,QC,Undef,ANY,In-Person,Finance,54500.0,101500.0,78000.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Moerai Soultions,Mississauga,ON,"Excel, Lucidchart",ANY,In-Person,Others,85816.8,91520.0,88668.4
Senior Business Intelligence Analysts,"Strategy Analyst, People & Culture",Analyst,Atb Financial,Calgary,AB,C,ANY,In-Person,Finance,68000.0,88300.0,78150.0
Database Analysts,Gis Analyst,Analyst,County Of Grande Prairie No. 1,Clairmont,AB,"Python, Sql",ANY,In-Person,Government,94515.2,111196.8,102856.0
Senior Business Intelligence Analysts,"Dental Investigative Analyst, Fraud Risk Management",Risk Analyst,Sun Life,Montreal,QC,"Tableau, Html, Excel",ANY,In-Person,Others,43200.0,70800.0,57000.0
Senior Supply Chain Data Analysts,Quality Assurance Analyst,Analyst,Mimigo Canada,Markham,ON,"Python, Gitlab, Sql",ANY,In-Person,Others,68500.0,87000.0,77750.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Windsor Essex Community Housing Corporation,Windsor,ON,"Sql, Power BI, Excel, Power Bi",ANY,In-Person,Technology,57200.0,78000.0,67600.0
Systems and Data Analysts,Digital Optimization Analyst,Analyst,Athabasca University,Remote in Athabasca,AB,"Tableau, Power BI, Looker",ANY,Remote,Technology,67450.89,97437.66,82444.275
Senior Business Intelligence Analysts,Grid Operations Advisor (Business Analyst) | Ontario,Business Analyst,The Mosaic Company,Barrie,ON,Excel,ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Analysts,Senior Strategic Business Analyst,Business Analyst,Alberta Pensions Services Corporation (Aps),Edmonton,AB,Reason,Senior,In-Person,Service,77335.0,113793.0,95564.0
Senior Business Analysts,Senior Business Analyst (Halifax),Business Analyst,Mariner Innovations,Halifax,NS,Gap,Senior,In-Person,Others,66000.0,84500.0,75250.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Infosys,Calgary,AB,"Tableau, Power BI, Sql, Excel, Jira",ANY,In-Person,Others,92701.0,107185.0,99943.0
Business Systems Analysts,Facility Asset Management Data Analyst,Data Analyst,City Of Edmonton,Edmonton,AB,Excel,ANY,In-Person,Technology,85633.6,106995.2,96314.4
Senior Supply Chain Data Analysts,Quality Assurance Analyst,Analyst,Bombardier,Dorval,QC,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0
Business Systems Analysts,Business Intelligence Analyst - Information Technology (It),BI Analyst,Speerville Flour Mill Inc,Speerville,NB,"Tableau, Sql, Power Bi, Python, R",ANY,In-Person,Others,51332.28,109672.13,80502.205
Business Systems Analysts,It (Information Technology) Business Analyst,Business Analyst,Accelaris Group Inc,Mississauga,ON,Undef,ANY,In-Person,Others,91520.0,91520.0,91520.0
Senior Supply Chain Data Analysts,"Analyst, Quality Assurance",Analyst,Government Of Alberta,Edmonton,AB,Scss,ANY,In-Person,Government,30240.56,57200.0,43720.28
Business Systems Analysts,Business Systems Analyst,System Analyst,Mgk Info Tech Inc,Hamilton,ON,Undef,ANY,In-Person,Technology,95680.0,95680.0,95680.0
Business and Technical Analysts,Temporary Senior Analyst - Gis Planning - Jws (35 Hrs),Analyst,Halton District School Board,Burlington,ON,"C#, Excel, R, Database",Senior,In-Person,Education,30240.56,86424.0,58332.28
Business and Technical Analysts,"Analyst/Administrative Assistant, Clinical Informatics",Analyst,Vancouver Coastal Health,Vancouver,BC,"Excel, Database",Junior,In-Person,Healthcare,60964.8,80017.59999999999,70491.2
Financial and Operational Analysts,Pricing Analyst,Analyst,Alliance Door Products,Edmonton,AB,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Supply Chain Data Analysts,Lmr System Performance Analyst,System Analyst,Government Of Alberta,St. Albert,AB,"Database, Sybase, SQL, Sql",ANY,In-Person,Government,59713.0,89212.0,74462.5
Business and Technical Analysts,Reforestation Standard Analyst,Analyst,Government Of Alberta,Edmonton,AB,"Excel, R",ANY,In-Person,Government,68049.0,87547.0,77798.0
Business and Technical Analysts,Workday Consultant & Analyst,Data Consultant,Ellisdon Corporation,Mississauga,ON,"C#, Excel",Mid,In-Person,Others,64123.59,86600.0,75361.795
Senior Supply Chain Data Analysts,Sr. Business Analyst,Business Analyst,Transatlantic Business Consulting Inc.,Ottawa,ON,Undef,Senior,In-Person,Consulting,137280.0,180000.0,158640.0
Business and Technical Analysts,"Senior Data System Analyst ( Snowflake, Hadoop, Etl , Informatica)",System Analyst,Atlantis It Group,Markham,ON,"Hadoop, Informatica, Snowflake, Postgresql, Aws, Sql, Qliksense, Scala, Big Data, Shell, Sas, Teradata, Python",Senior,In-Person,Technology,64123.59,86600.0,75361.795
Senior Supply Chain Data Analysts,Sr Portfolio Analyst,Analyst,Rogers Communications,Brampton,ON,"Power BI, Jira, Excel",Senior,In-Person,Telecommunications,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,"Analyst Senior, Strategy & Business Development",Analyst,Bombardier,Dorval,QC,Undef,Senior,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,"Senior Analyst, Credit Risk - Digital Banking",Risk Analyst,Questrade Financial Group,Toronto,ON,"Power Bi, Sql, Python, Machine Learning, Sas",Senior,In-Person,Finance,68000.0,88300.0,78150.0
Financial and Operational Analysts,Pricing Analyst,Analyst,Alliance Door Products,St. Thomas,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Business and Marketing Analysts,Investor Relations Analyst,Analyst,Clairvest,Toronto,ON,"Power BI, Excel",ANY,In-Person,Others,30240.56,57200.0,43720.28
Business and Marketing Analysts,Business Analyst,Business Analyst,Softline Technology,Toronto,ON,Database,ANY,In-Person,Technology,65000.0,87000.0,76000.0
Business Systems Analysts,Business Technology Analyst,Analyst,Dawson Group,Kamloops,BC,"Tableau, Power Platform, Excel, Power Bi, C#, Python, Javascript",ANY,In-Person,Others,65000.0,78000.0,71500.0
Business Systems Analysts,"Senior Business Analyst, Technology Architecture",Data Architect,Cibc,Toronto,ON,Undef,Senior,In-Person,Others,85816.8,91520.0,88668.4
Business Systems Analysts,"Business Analyst, Commercial Services (Commercial Banking Analyst)",Business Analyst,Firstontario Credit Union,St. Catharines,ON,Undef,ANY,In-Person,Technology,30240.56,57200.0,43720.28
Senior Business Intelligence Analysts,Engagement And Research Analyst,Analyst,City Of Calgary,Calgary,AB,Excel,ANY,In-Person,Technology,85862.40000000001,114774.4,100318.4
Senior Supply Chain Data Analysts,Software Engineer Ii - Speech Analyst,Data Engineer,Td Bank,West,ON,"Jira, Confluence, Machine Learning",Mid,In-Person,Finance,68500.0,87000.0,77750.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Mufg Investor Services,Halifax,NS,Excel,Senior,In-Person,Service,66000.0,84500.0,75250.0
Business and Technical Analysts,Analyste Spécialisé En Informatique/ Specialized Data Analyst 1000-846,Data Analyst,Ungava Tulattavik Health Center,Quebec City,QC,Notion,ANY,In-Person,Healthcare,104755.0,180000.0,142377.5
Senior Business Intelligence Analysts,Client Support Analyst,Analyst,Edgecom Energy,North York,ON,Undef,ANY,In-Person,Energy,55000.0,58000.0,56500.0
Business and Marketing Analysts,Credit Analyst - Business Banking,Analyst,Bmo Financial Group,Laval,QC,Undef,ANY,In-Person,Finance,54500.0,101500.0,78000.0
Senior Supply Chain Data Analysts,Sr. Business Analyst - Liquidity Reporting,Business Analyst,Cgi,Toronto,ON,Undef,Senior,In-Person,Others,68500.0,87000.0,77750.0
Financial and Operational Analysts,Institutional Analyst,Analyst,Royal Bank Of Canada,Vancouver,BC,Excel,ANY,In-Person,Finance,30240.56,80000.0,55120.28
Systems and Data Analysts,"Senior Analyst, Clinical Administrative Databases",Analyst,Canadian Institute For Health Information,Ottawa,ON,"Sas, Python, R, Database, Excel",Senior,In-Person,Technology,76000.0,89440.0,82720.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Mufg Investor Services,Toronto,ON,Excel,Senior,In-Person,Service,66000.0,84500.0,75250.0
Business and Marketing Analysts,Market Research Analyst,Analyst,Oppein Cabinetry,Etobicoke,ON,Undef,ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Business Analysts,Business Analyst 0149-3010,Business Analyst,Foilcon,Toronto,ON,"Azure, Gap",ANY,In-Person,Technology,66000.0,84500.0,75250.0
Senior Business Analysts,Logistics Analyst,Logistic Analyst,Chemtrade,Toronto,ON,Excel,ANY,In-Person,Others,59000.0,70000.0,64500.0
Senior Supply Chain Data Analysts,"Analyst, Supply Chain Replenishment",Analyst,Loblaw Companies Limited,Toronto,ON,Excel,ANY,In-Person,Technology,68500.0,87000.0,77750.0
Senior Business Analysts,Research Analyst Student (Ras-0724-T),Analyst,New Path Youth And Family Services,Barrie,ON,"Power BI, Spss, Database, Excel",ANY,In-Person,Service,41620.8,57200.0,49410.4
Senior Business Intelligence Analysts,"Senior Analyst, Global Compliance & Aml Reporting",Analyst,Scotiabank,Toronto,ON,"Power BI, Excel",Senior,In-Person,Finance,68000.0,88300.0,78150.0
Business and Technical Analysts,Hse Analyst,Analyst,Western Energy Services,Calgary,AB,"Excel, Database, Eagle",ANY,In-Person,Energy,30240.56,57200.0,43720.28
Financial and Operational Analysts,Benefits Hr Analyst,Analyst,City Of Brampton,Brampton,ON,Undef,ANY,In-Person,Technology,86091.0,96853.0,91472.0
Senior Business Intelligence Analysts,"Business Analyst, Budget & Internal Reporting",Intern,Meg Energy,Calgary,AB,Excel,ANY,In-Person,Energy,68000.0,88300.0,78150.0
Business Systems Analysts,Business Intelligence Analyst - Information Technology (It),BI Analyst,Speerville Flour Mill Inc,Speerville,NB,"Sql, Big Data, Machine Learning, Javascript",ANY,In-Person,Others,52000.0,62400.0,57200.0
Business and Technical Analysts,Analyste Spécialisé En Informatique - Cybersécurité/ Specialized Data Analyst,Data Analyst,Ungava Tulattavik Health Center,Quebec City,QC,Notion,ANY,In-Person,Healthcare,30240.56,57200.0,43720.28
Senior Business Analysts,Senior Pricing Analyst,Analyst,Lifeworks,Toronto,ON,Undef,Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,Pipe Integrity Analyst (Daytime Support),Analyst,Darkvision,Vancouver,BC,Undef,ANY,In-Person,Others,62400.0,79040.0,70720.0
Systems and Data Analysts,Work Integrated Learning Systems Analyst,System Analyst,Sait,Calgary,AB,"Tableau, Power BI, Sql, Database",ANY,In-Person,Technology,70000.0,82000.0,76000.0
Senior Business Intelligence Analysts,Senior Front Office Business Analyst With Metals Trading Background,Business Analyst,Exadel Inc,Toronto,ON,Undef,Senior,In-Person,Others,68000.0,88300.0,78150.0
Systems and Data Analysts,Sap Master Data Analyst,Data Analyst,Riverside Natural Foods Ltd.,Toronto,ON,Gap,ANY,In-Person,Others,76000.0,89440.0,82720.0
Senior Business Intelligence Analysts,Pay And Benefits Analyst,Analyst,Bc Assessment,Victoria,BC,Undef,ANY,In-Person,Others,65466.34,76927.3,71196.82
Senior Supply Chain Data Analysts,Senior Analyst - Superior Gas Liquids,Analyst,Superior Propane Careers,Calgary,AB,"Power Bi, Excel, Sql, Excel",Senior,In-Person,Automotive,68500.0,87000.0,77750.0
Senior Business Analysts,Business Analyst Staff,Business Analyst,Norsat International Inc,Richmond,BC,"Power Bi, Excel, Sql, Database",ANY,In-Person,Others,38000.0,57200.0,47600.0
Senior Supply Chain Data Analysts,S - Senior It Business Analyst (Vancouver),Business Analyst,Lantic Inc.,Vancouver,BC,"Tableau, Power BI",Senior,In-Person,Others,68500.0,87000.0,77750.0
Business and Technical Analysts,Analyst Operational Assessments Mti,Analyst,Independent Electricity System Operator (Ieso),Mississauga,ON,Database,ANY,In-Person,Technology,64123.59,86600.0,75361.795
Senior Business Intelligence Analysts,Capital Planning Analyst (Contract),Analyst,Bgis,Markham,ON,Fabric,ANY,In-Person,Others,68000.0,88300.0,78150.0
Financial and Operational Analysts,Accounting Analyst (Transportation),Analyst,Pival,Kirkland,QC,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Supply Chain Data Analysts,Systems Analyst Ii,System Analyst,University Of British Columbia,Vancouver,BC,"Azure, Database, Html, Crystal, Php, Mysql, SQL, Puppet, Powershell, Java, Asp, Javascript",Mid,In-Person,Technology,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,Senior Continuous Improvement Analyst (People And Culture) (Telework/Hybrid),Analyst,Cbc/Radio-Canada,Remote in Ottawa,ON,Undef,Senior,Remote,Others,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,"Analyst, Cloud Cost Management-Hybrid",Analyst,Alberta Energy Regulator,Calgary,AB,"Azure, Power BI, Database",ANY,Hybrid,Energy,74242.0,92803.0,83522.5
Senior Business Analysts,Business Analyst 7746-0215,Business Analyst,Foilcon,Toronto,ON,Database,ANY,In-Person,Technology,66000.0,84500.0,75250.0
Senior Business Analysts,Senior It Business Analyst,Business Analyst,Spark Power,Oakville,ON,Oracle Cloud,Senior,In-Person,Energy,66000.0,84500.0,75250.0
Senior Supply Chain Data Analysts,M365 Development & Collaboration Solutions Business Analyst [Oneit],Business Analyst,Wsp,Montreal,QC,"Power Bi, Excel",ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,Wellbeing And Rewards Analyst,Analyst,Securian Canada,Toronto,ON,"Smartsheet, Excel",ANY,In-Person,Others,30240.56,57200.0,43720.28
Business Systems Analysts,Business Systems Analyst - Systems Trainer,Trainer,Pcl Construction,Edmonton,AB,Undef,ANY,In-Person,Construction,85816.8,91520.0,88668.4
Senior Business Intelligence Analysts,Planning Analyst And Performance Executive,Executive,Osl Retail Services Inc,Montreal,QC,Excel,ANY,In-Person,Retail,95000.0,105000.0,100000.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Blend Technologies Ltd.,Calgary,AB,C,ANY,In-Person,Technology,98176.0,98176.0,98176.0
Systems and Data Analysts,Systems Reliability Analyst (Sra),System Analyst,Scotiabank,Toronto,ON,"Power Bi, Big Data, Excel",ANY,In-Person,Finance,76000.0,89440.0,82720.0
Business and Technical Analysts,Sap S4/Hana Master Data Analyst (12-Month Contract),Data Analyst,Riverside Natural Foods Ltd.,Toronto,ON,Gap,ANY,In-Person,Others,64123.59,86600.0,75361.795
Business and Technical Analysts,Risk & Payments Data Analyst/Analyste De Donnãƒâ©Es Risques & Paiements,Risk Analyst,Plusgrade,Montreal,QC,"Excel, Tableau, Sql, Alteryx, Python, Github, C#, Snowflake, Database",ANY,In-Person,Others,64123.59,86600.0,75361.795
Senior Business Analysts,"Senior Business Systems Analyst, Gft",System Analyst,Royal Bank Of Canada,Toronto,ON,"Sql, Database, Excel",Senior,In-Person,Finance,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,Program Admin Officer 4 (Senior Analyst),Data Officer,Province Of Nova Scotia,Halifax,NS,Undef,Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,Supply Chain Replenishment Analyst,Analyst,Specialty Health Network Inc.,Mississauga,ON,Excel,ANY,In-Person,Healthcare,68500.0,87000.0,77750.0
Business Systems Analysts,Business Systems Analyst (Enterprise Applications),System Analyst,City Of London,London,ON,"Html, Css, Power BI, Ssrs",ANY,In-Person,Technology,58649.0,85218.0,71933.5
Business and Technical Analysts,Scrum Master Bi,Other,Business Development Bank Of Canada,Montreal,QC,Azure,ANY,In-Person,Finance,30240.56,57200.0,43720.28
Business Systems Analysts,Mainframe Business Systems Analyst,System Analyst,Tv2 Consulting,Saint John,NB,Sas,ANY,In-Person,Consulting,85816.8,91520.0,88668.4
Senior Business Analysts,"Senior Business Systems Analyst, Gft",System Analyst,Royal Bank Of Canada,Halifax,NS,"Sql, Big Data, Excel, Hadoop, Python, Jupyter",Senior,In-Person,Finance,66000.0,84500.0,75250.0
Senior Supply Chain Data Analysts,Business Process Analyst - Dc & Ai,Analyst,Altalink,Calgary,AB,"C#, Excel, Azure, Database",ANY,In-Person,Others,71000.0,94000.0,82500.0
Senior Supply Chain Data Analysts,Intelligent Automation Analyst - Mandatory Bilingual. Must Speak French,Analyst,Goautomate,Etobicoke,ON,"Javascript, Javascript",ANY,In-Person,Others,35000.0,84000.0,59500.0
Business and Marketing Analysts,Trade Marketing Analyst,Analyst,Nature Fresh Farms Inc,Leamington,ON,Excel,ANY,In-Person,Others,65000.0,87000.0,76000.0
Financial and Operational Analysts,Cost Accounting Analyst,Analyst,Weir Group,Surrey,BC,Excel,ANY,In-Person,Others,90000.0,100000.0,95000.0
Senior Business Intelligence Analysts,Physician Compensation Analyst,Analyst,Interior Health Authority,Kelowna,BC,Undef,ANY,In-Person,Technology,79601.6,109470.4,94536.0
Senior Supply Chain Data Analysts,"It Senior Business Analyst, Scheduling & Distribution (T & I) (Hybrid)",Business Analyst,Cbc/Radio-Canada,Montreal,QC,Jira,Senior,Hybrid,Others,68500.0,87000.0,77750.0
Business Systems Analysts,Energy Systems Operation Analyst,System Analyst,Renteknik Group Inc.,Burlington,ON,"Excel, C",ANY,In-Person,Others,137280.0,66664.0,101972.0
Senior Business Intelligence Analysts,"Bilingual Policy Analyst, Early Learning And Elementary-Secondary Education",Analyst,"Cmec Council Of Ministers Of Education, Canada",Toronto,ON,Undef,ANY,In-Person,Education,64513.0,90181.0,77347.0
Financial and Operational Analysts,Payroll Analyst,Analyst,Peterborough Regional Health Centre,Peterborough,ON,"Excel, Excel",ANY,In-Person,Healthcare,78478.4,98092.8,88285.59999999999
Business and Technical Analysts,Analyste Multidisciplinaire En Mãƒâ©Canique / Multi-Disciplinary Mechanical Analyst,Analyst,Pratt & Whitney,Longueuil,QC,"C#, Matlab, Assembly",ANY,In-Person,Technology,64123.59,86600.0,75361.795
Business and Marketing Analysts,Commercial Analyst,Analyst,Ebury,Toronto,ON,Excel,ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Supply Chain Data Analysts,"Sr Analyst, Actuarial- Personal Insurance Pricing",Analyst,Definity Financial Corporation,Waterloo,ON,"Sas, Vba, Excel, Database",Senior,In-Person,Technology,69800.0,140400.0,105100.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Web Infomatic Services Ltd,Calgary,AB,C,ANY,In-Person,Service,98176.0,98176.0,98176.0
Financial and Operational Analysts,Accounts Receivable Analyst,Analyst,Niche Bakers Corp,Etobicoke,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Business and Marketing Analysts,Trade Marketing Analyst,Analyst,Reckitt,Toronto,ON,Undef,ANY,In-Person,Technology,30240.56,57200.0,43720.28
Senior Business Analysts,Senior Servicing Analyst,Analyst,Bmo Financial Group,Montreal,QC,Undef,Senior,In-Person,Finance,44500.0,82500.0,63500.0
Business and Technical Analysts,Dãƒâ©Veloppeur-Analyste Power Bi,Analyst,Airmedic,Longueuil,QC,"Power Bi, Sql, Azure, Power BI, Ssis, Sqlserver, .Net",ANY,In-Person,Healthcare,64123.59,86600.0,75361.795
Business and Technical Analysts,Registered Behaviour Analyst (Rba),Analyst,Barrantes & Associates Inc.,Guelph,ON,Undef,ANY,In-Person,Others,70000.0,75000.0,72500.0
Senior Business Intelligence Analysts,"Compensation Consulting Analyst - People Advisory Services, Rewards - Toronto",Analyst,Ey,Toronto,ON,Excel,ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,Logistic & Distribution Analyst,Logistic Analyst,Ccm Hockey,Montreal,QC,Undef,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,"Operations Analyst, Business Lending - 2 Year Term Opportunity",Analyst,Atb Financial,Calgary,AB,Jira,ANY,In-Person,Finance,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,Logistic & Distribution Analyst,Logistic Analyst,Ccm Hockey,Saint-Jean-sur-Richelieu,QC,Undef,ANY,In-Person,Others,68500.0,87000.0,77750.0
Financial and Operational Analysts,"Actuarial Analyst, Commercial Insurance - Pricing",Analyst,Definity Financial Corporation,Toronto,ON,"Excel, Sas, Vba, C#, Python, R",ANY,In-Person,Technology,52300.0,103300.0,77800.0
Senior Supply Chain Data Analysts,Business System Analyst - Sap Fico,System Analyst,Riverside Natural Foods Ltd.,Toronto,ON,Gap,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Business Analysts,Senior Tax Analyst,Analyst,North American Construction Group Inc.,Acheson,AB,Excel,Senior,In-Person,Construction,30240.56,57200.0,43720.28
